audio_id	annotators	worst_score	Top-level (general_label_type)	Top-level (not including correct)	Top-level (not including correct, run-on, or contractions)	CORRECT+RUNONs+CONTRACTIONs	Phonological specifics combined	Orthographic specifics combined	Grammatical specifics combined	Structural specifics combined	Visual specifics combined	Disfluency specifics combined	All specifics combined	Intended word	Produced word	Mispronunciation IPA	Individual Top: Correct	Individual Top: Phonological Error	Individual Top: Orthographic Error	Individual Top: Grammatical Error	Individual Top: Structural Error	Individual Top: Visual Tracking Error	Individual Top: Disfluency Error	Individual Top: Whispering	Individual Top: Run-on	Individual Top: Contraction/Shortening	Individual Top: Unintelligible	Individual Top: Self Response	Individual Top: Other	Individual Phono Spec: Consonant Substitution	Individual Phono Spec: Vowel Substitution	Individual Phono Spec: Consonant Omission	Individual Phono Spec: Vowel Omission	Individual Phono Spec: Consonant Insertion	Individual Phono Spec: Vowel Insertion	Individual Phono Spec: Misplaced Stress	Individual Ortho Spec: Letter Reversal	Individual Ortho Spec: Left Right Tracking Substitution	Individual Ortho Spec: Phonological Substitution	Individual Ortho Spec: Contextual Substitution	Individual Ortho Spec: Unrelated Substitution	Individual Gram Spec: Omission	Individual Gram Spec: Substitution	Individual Gram Spec: Insertion	Individual Struct Spec: Word Omission	Individual Struct Spec: Word Insertion	Individual Visual Spec: Skip Line	Individual Visual Spec: Backtrack	Individual Visual Spec: Wrong Order	Individual Disfluency Spec: Stutter	Individual Disfluency Spec: Word Repetition	Individual Disfluency Spec: Repair	Individual Disfluency Spec: Broken Word	Individual Disfluency Spec: Prolongation	Individual Disfluency Spec: Interjection	Individual Disfluency Spec: Parent Correction	Individual Disfluency Spec: Parental Aid
https://2025storiza.michaelbennie.org/audio_clips/0.0_end_4.3_uid_21Dw9jLeIqWjrAuRHI1RG1qPz853_sid_rdNZEManoTX8f0NWlSl6_1743199806.mp3	claire.kuntz,rose.m	-0.162983	0.633924	0.482781	0.462800	0.327539	1.000000	NaN	1.000000	NaN	NaN	0.492616	0.475569	1.000000	1.000000	1.000000	0.314014	1.000000	NaN	1.000000	NaN	NaN	0.352208	NaN	NaN	NaN	NaN	NaN	NaN	1.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.618027	1.000000	-0.162983	NaN	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/25.7_end_34.3_uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_3dyK1DI6xciT4qlkUGa3_1741993316.mp3	claire.kuntz,emilianapulido	-0.162381	0.676458	0.372808	0.402980	0.578955	0.076472	NaN	NaN	NaN	NaN	1.000000	0.093844	0.998440	1.000000	0.232497	0.556577	0.270133	1.000000	NaN	NaN	NaN	1.000000	NaN	NaN	NaN	NaN	NaN	NaN	-0.100751	-0.014307	0.562787	0.637897	-0.162381	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000	NaN	1.000000	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/29.3_end_35.1_uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_uEGWjuJKqljXyeCQVcjs_1742905123.mp3	lamanjennifer,rose.m	-0.160407	0.316102	0.272885	0.317686	0.165547	-0.007005	-0.063731	NaN	-0.098657	NaN	NaN	0.320281	0.216248	0.839240	0.128185	0.214145	-0.038076	-0.133661	NaN	-0.143102	NaN	NaN	NaN	-0.009969	NaN	0.041672	NaN	NaN	-0.013663	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.160407	NaN	NaN	NaN	NaN	-0.120158	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/13.9_end_18.9_uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_T60aXpcSfYeutkEUGFiG_1742062680.mp3	claire.kuntz,landonturner	-0.154151	0.584685	0.054713	0.046959	0.597802	-0.053697	NaN	NaN	NaN	NaN	0.164482	0.061494	0.999625	NaN	-0.065996	0.597009	-0.154151	NaN	NaN	NaN	NaN	0.389480	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.152611	-0.028109	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	-0.062445	-0.016898	NaN	NaN	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/51.9_end_68.4_uid_eQ9VyOzVOCQWR7uTGBGzvfh3rUJ2_sid_a8eZ9XHvZdKivz3bFdHW_1743175416.mp3	claire.kuntz,emilianapulido	-0.153877	0.170675	0.024616	0.037190	0.338789	0.277602	NaN	-0.011283	-0.031798	NaN	-0.047998	0.019599	0.307089	-0.126068	0.109014	0.329860	0.191934	-0.136686	0.000000	-0.049815	NaN	-0.076466	NaN	NaN	NaN	NaN	NaN	NaN	0.440941	0.230089	-0.038808	-0.016441	0.420778	1.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	NaN	NaN	-0.031615	NaN	NaN	NaN	-0.114455	NaN	NaN	-0.153877	-0.151362	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/50.6_end_65.3_uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_rBoEZIAOq8OfRMrXzXC8_1743076731.mp3	claire.kuntz,rose.m	-0.153240	0.933595	0.894443	0.897630	1.000000	0.794016	NaN	NaN	NaN	NaN	NaN	0.789918	1.000000	0.895129	0.622332	1.000000	1.000000	1.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.153240	NaN	0.862837	1.000000	0.726153	1.000000	NaN	1.000000	1.000000	1.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/256.2_end_277.9_uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.mp3	emilianapulido,rose.m	-0.152383	0.804556	0.589662	0.581631	0.881587	0.441308	NaN	-0.015852	NaN	NaN	0.854571	0.795855	0.959909	-0.020496	0.216737	0.938157	0.436440	-0.005424	-0.041804	NaN	NaN	0.840889	-0.120487	-0.002880	NaN	-0.021550	NaN	NaN	NaN	NaN	-0.152383	0.616013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.981865	0.605778	NaN	NaN	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/190.9_end_203.7_uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.mp3	emilianapulido,rose.m	-0.152340	0.791953	-0.124236	-0.152340	0.923065	-0.028334	NaN	-0.016752	NaN	NaN	NaN	-0.022785	0.995666	-0.035648	-0.014755	0.927974	-0.018223	NaN	-0.017005	NaN	NaN	-0.075548	NaN	NaN	NaN	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	-0.043096	-0.027655	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.031828	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/40.1_end_49.1_uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_ad4vlPTbFapt9rOhL5sG_1742508027.mp3	lamanjennifer,rose.m	-0.150051	0.677242	0.486535	0.508550	0.637384	0.543151	NaN	NaN	-0.048126	-0.011400	0.378970	0.420457	0.949326	0.479823	0.408203	0.654338	0.741739	NaN	NaN	-0.006140	-0.031591	0.368766	NaN	-0.086136	NaN	NaN	NaN	NaN	0.583590	NaN	-0.150051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	NaN	-0.011959	NaN	NaN	-0.007019	-0.007705	NaN	0.999311	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/93.6_end_98.6_uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_HqI34Zt3xx50DXYcXYaV_1742905562.mp3	claire.kuntz,rose.m	-0.149670	0.807498	-0.129305	-0.149670	0.790240	-0.104906	NaN	NaN	NaN	NaN	NaN	-0.065926	1.000000	NaN	-0.087365	0.781459	-0.126940	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.110258	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/35.7_end_46.3_uid_UHGZEyBQklbC0GB3JZMa5l8yuGT2_sid_4y1VwSYnYR9RhUNvbxe9_1741461587.mp3	claire.kuntz,landonturner	-0.148485	0.716119	0.393687	0.371922	0.829082	0.329295	NaN	NaN	NaN	NaN	0.172300	0.254657	0.922344	NaN	0.533724	0.827491	0.741489	NaN	NaN	NaN	NaN	0.403773	NaN	NaN	NaN	NaN	NaN	NaN	-0.031089	0.744818	0.995932	-0.111825	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.024202	NaN	-0.148485	0.999415	-0.016702	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/35.5_end_39.8_uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_WbzHVYfLznidwbd3NQZn_1743544365.mp3	claire.kuntz,emilianapulido	-0.147086	0.870646	-0.139204	-0.050686	0.862722	NaN	NaN	NaN	NaN	NaN	-0.036828	-0.147086	0.999667	NaN	NaN	0.864351	NaN	NaN	NaN	NaN	NaN	-0.068716	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.047070	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/42.8_end_56.2_uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_k9imYdOEGdX5jWuxNPba_1741229297.mp3	claire.kuntz,rose.m	-0.146986	0.795513	0.571169	0.572896	0.692522	0.137763	NaN	NaN	NaN	NaN	0.560028	0.340821	0.998837	NaN	0.141553	0.675189	0.349574	NaN	NaN	NaN	NaN	0.646240	NaN	NaN	NaN	NaN	NaN	NaN	-0.109096	NaN	1.000000	1.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000	-0.146986	0.338226	NaN	NaN	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/1.5_end_3.8_uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_rBoEZIAOq8OfRMrXzXC8_1743076731.mp3	claire.kuntz,evanhalperin	-0.145977	0.585932	0.322265	0.720479	0.569520	0.693951	NaN	1.000000	NaN	NaN	NaN	0.722011	1.000000	1.000000	1.000000	0.349272	1.000000	0.617603	1.000000	NaN	NaN	NaN	NaN	-0.145977	NaN	NaN	NaN	NaN	-0.049743	1.000000	1.000000	NaN	1.000000	1.000000	NaN	NaN	NaN	NaN	NaN	NaN	1.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/13.2_end_18.0_uid_sHl4il5Li8NKe5aMecUSJyXBFco2_sid_oLcyGGiO0bJZhCkDVMro_1743380548.mp3	claire.kuntz,emilianapulido	-0.145591	0.559572	0.192935	0.637310	0.607853	0.355581	NaN	-0.045775	NaN	NaN	NaN	0.378879	0.998990	0.658408	0.687410	0.490910	0.996363	0.607734	-0.056128	NaN	NaN	NaN	NaN	-0.145591	NaN	NaN	NaN	NaN	0.996473	0.996444	0.577866	NaN	0.529375	-0.018820	NaN	NaN	NaN	NaN	NaN	NaN	-0.021947	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/256.5_end_277.0_uid_u2hytH2KWIS6ewdShfEZisygqIo2_sid_QzCLW5naFB7kEEygwpM4_1741483667.mp3	claire.kuntz,rose.m	-0.144357	0.890446	0.712895	0.722484	0.874086	0.262121	NaN	NaN	NaN	NaN	0.836379	0.371416	0.999597	NaN	0.426537	0.866623	0.552175	NaN	NaN	NaN	NaN	1.000000	NaN	NaN	NaN	NaN	NaN	NaN	-0.144357	-0.048210	1.000000	-0.015541	NaN	-0.098334	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.107912	1.000000	1.000000	1.000000	0.555705	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/48.9_end_56.5_uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_mLjeGrzVDNtFXM1YsYJh_1742504093.mp3	claire.kuntz,rose.m	-0.143732	0.830102	0.553138	0.557791	0.881475	-0.076842	NaN	NaN	NaN	NaN	0.718717	0.569381	0.918952	0.000000	-0.107340	0.889430	-0.143732	-0.013279	NaN	NaN	NaN	1.000000	NaN	NaN	NaN	NaN	NaN	NaN	-0.126221	-0.018578	-0.030942	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	-0.011699	NaN	NaN	1.000000	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/77.1_end_83.9_uid_eQ9VyOzVOCQWR7uTGBGzvfh3rUJ2_sid_i8ZL8hdudVu5SxNk90X4_1743022443.mp3	claire.kuntz,evanhalperin	-0.141264	0.659381	0.499277	0.493996	0.853818	0.258074	NaN	-0.097842	1.000000	NaN	0.327155	0.331258	0.884292	0.600211	0.610574	0.858921	0.584174	-0.024545	-0.073060	1.000000	NaN	0.935301	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.068038	0.584553	NaN	NaN	-0.027075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.066413	NaN	NaN	1.000000	NaN	NaN	NaN	-0.055739	NaN	-0.141264	NaN	-0.032954	-0.024103	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/62.2_end_85.5_uid_TQTGm3pFYchsl1S1E0j0Pz15qno1_sid_7SHXQ4irDDmOvLPgsKxh_1741139454.mp3	evanhalperin,rose.m	-0.139322	0.931445	0.647880	0.641623	1.000000	0.238084	NaN	NaN	NaN	NaN	-0.011063	0.306821	0.943286	1.000000	0.264096	1.000000	1.000000	1.000000	NaN	NaN	NaN	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	1.000000	-0.079393	-0.139322	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.004450	-0.004155	NaN	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/26.9_end_43.1_uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_lz3I7DDQoORrxWnoDM8h_1741216155.mp3	claire.kuntz,rose.m	-0.138013	0.740006	0.578996	0.590568	0.806746	0.641679	NaN	-0.060631	NaN	NaN	0.653159	0.598305	0.996959	0.301058	0.528293	0.812523	0.697620	0.336237	-0.138013	NaN	NaN	0.711896	NaN	NaN	NaN	NaN	NaN	NaN	0.717014	0.660070	-0.054983	-0.048472	0.770143	0.516145	NaN	NaN	NaN	NaN	NaN	NaN	-0.024250	NaN	-0.005655	NaN	NaN	NaN	NaN	NaN	NaN	0.832311	0.709946	1.000000	-0.039721	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/114.3_end_137.1_uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.mp3	emilianapulido,rose.m	-0.137772	0.441785	0.088625	0.118047	0.692521	0.640301	NaN	NaN	NaN	NaN	0.505585	0.348133	0.980909	0.190693	0.711063	0.667761	0.637041	0.633795	NaN	NaN	NaN	0.239579	NaN	0.000000	NaN	-0.137772	NaN	0.000000	0.600737	-0.031083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.979335	NaN	-0.032630	-0.032234	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/60.3_end_64.2_uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_J17TeyjOef2geydR6U4o_1742933737.mp3	benjaminmcneill,claire.kuntz	-0.136017	0.487872	0.134552	0.040680	0.443782	-0.136017	NaN	NaN	NaN	NaN	-0.058075	-0.081963	0.999565	NaN	-0.125838	0.447957	0.050016	NaN	NaN	NaN	NaN	-0.062425	NaN	NaN	NaN	NaN	NaN	NaN	0.098330	NaN	-0.048004	NaN	-0.016850	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.123577	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/20.7_end_27.8_uid_eQ9VyOzVOCQWR7uTGBGzvfh3rUJ2_sid_i8ZL8hdudVu5SxNk90X4_1743022443.mp3	claire.kuntz,evanhalperin	-0.135899	0.786095	0.603214	0.606763	1.000000	0.553018	NaN	NaN	NaN	NaN	-0.067360	0.543368	1.000000	0.634649	0.534547	1.000000	0.755811	0.594732	NaN	NaN	NaN	-0.135899	-0.029813	NaN	NaN	NaN	NaN	NaN	-0.111983	0.580119	-0.128547	-0.050348	1.000000	-0.098141	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.111682	NaN	NaN	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/113.6_end_120.8_uid_ukKF4sCANzgmD16fyjMyO7VwR2A2_sid_wa5NwUIJNWo3U9ToZEHp_1743039412.mp3	benjaminmcneill,claire.kuntz	-0.130414	0.914387	0.639619	0.617432	0.919283	0.636149	NaN	NaN	NaN	NaN	NaN	0.650086	1.000000	NaN	0.653886	0.919262	0.615440	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.130414	NaN	1.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/102.1_end_109.1_uid_0FdMSMtn95PJ9tLFeW3F4sFLPMh1_sid_I3zB5EN064Hgyj1wYaJb_1743128471.mp3	claire.kuntz,ghineae	-0.129464	0.688980	0.324618	0.369267	0.700796	0.323513	NaN	1.000000	NaN	NaN	-0.061123	0.152001	0.999989	0.276746	0.352258	0.704835	0.440303	1.000000	1.000000	NaN	NaN	-0.113794	NaN	-0.014002	NaN	NaN	NaN	NaN	NaN	0.241944	0.530620	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.129464	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/22.4_end_39.2_uid_TzE1wYChYkTUAVNeVtZjXuO8cBi2_sid_xVtZiYDJKDrpbrcttqPg_1743434705.mp3	evanhalperin,rose.m	-0.129408	0.504207	0.238080	0.329305	0.859092	0.650735	NaN	NaN	NaN	NaN	0.692910	0.785791	0.983800	1.000000	0.643873	0.998717	0.656516	1.000000	NaN	NaN	NaN	0.247556	NaN	-0.010445	NaN	-0.129408	NaN	NaN	NaN	0.639238	-0.016277	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.952825	NaN	NaN	NaN	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/32.1_end_35.2_uid_ejZWulX03uRlAA3C5VqYK6jKNYs1_sid_jGy3WfcxdVQLXa94QWkg_1741212613.mp3	claire.kuntz,rose.m	-0.127504	0.734451	0.316413	0.339417	1.000000	0.551398	NaN	-0.036919	NaN	NaN	0.580651	0.339072	1.000000	-0.054152	0.572897	1.000000	0.548114	NaN	-0.031017	NaN	NaN	0.534784	NaN	NaN	NaN	NaN	NaN	NaN	-0.127504	NaN	1.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.043233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000	-0.040479	NaN	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/1.6_end_18.1_uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_xP4niRrD0ao43XC2XX2t_1742240559.mp3	benjaminmcneill,claire.kuntz	-0.126693	0.803028	0.612867	0.618903	0.930337	0.427247	NaN	-0.014819	NaN	-0.075498	0.665558	0.492120	1.000000	-0.067868	0.267402	0.932754	0.576562	NaN	0.000000	NaN	-0.056005	0.855537	NaN	NaN	NaN	NaN	NaN	NaN	-0.126693	1.000000	0.634541	NaN	1.000000	1.000000	NaN	NaN	NaN	NaN	NaN	NaN	-0.016517	NaN	NaN	NaN	NaN	-0.039027	NaN	NaN	-0.042731	0.788285	-0.013173	1.000000	1.000000	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/38.2_end_45.9_uid_Om0JhZ6RmTNQ5wDLPHKIC3LtY4g2_sid_4SyoJ5neD3pBMkPc5e6V_1741219404.mp3	claire.kuntz,emilianapulido	-0.126642	0.632521	0.407583	1.000000	0.562518	0.285404	NaN	NaN	NaN	NaN	NaN	0.230357	0.888227	-0.004526	0.361516	0.504401	1.000000	NaN	NaN	NaN	NaN	NaN	NaN	-0.126642	-0.027987	NaN	NaN	NaN	-0.029827	1.000000	-0.011619	NaN	NaN	-0.053549	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/33.9_end_37.8_uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735.mp3	claire.kuntz,rose.m	-0.126366	0.697040	0.115190	-0.116802	0.668607	-0.057678	NaN	NaN	NaN	NaN	NaN	-0.072329	0.942970	-0.001130	0.186208	0.716896	-0.091358	NaN	NaN	NaN	NaN	NaN	NaN	-0.014081	-0.012246	NaN	NaN	NaN	-0.061856	-0.126366	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/79.4_end_99.1_uid_TzE1wYChYkTUAVNeVtZjXuO8cBi2_sid_xVtZiYDJKDrpbrcttqPg_1743434705.mp3	claire.kuntz,evanhalperin,rose.m	-0.125987	0.666978	0.271563	0.244546	0.893183	0.438387	-0.017206	NaN	NaN	NaN	0.341922	0.268840	0.886444	-0.027004	0.627939	0.894692	0.626959	-0.018509	NaN	NaN	NaN	0.496880	-0.023763	NaN	NaN	NaN	NaN	NaN	-0.063337	NaN	NaN	NaN	-0.042661	NaN	NaN	-0.012951	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.618903	0.653466	-0.125987	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/24.8_end_38.2_uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_p6cLdVe7UtbfmSNky9ER_1743455830.mp3	emilianapulido,rose.m	-0.123949	0.535042	-0.020117	-0.063545	0.574349	-0.074763	NaN	NaN	-0.123949	NaN	0.096352	0.104202	0.919179	-0.109890	-0.029062	0.579607	-0.089633	NaN	NaN	-0.086898	NaN	0.010922	NaN	NaN	NaN	NaN	NaN	NaN	-0.045355	-0.064209	-0.086644	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.076180	NaN	NaN	NaN	NaN	0.000000	-0.072483	NaN	0.433374	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/9.8_end_14.9_uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_10xCCcbdjIomuhvXNQHm_1743725869.mp3	benjaminmcneill,claire.kuntz	-0.122948	0.904733	0.582540	1.000000	0.890960	0.184491	NaN	NaN	NaN	NaN	NaN	0.190168	1.000000	NaN	0.175118	0.865740	1.000000	NaN	NaN	NaN	NaN	NaN	NaN	-0.016944	NaN	NaN	NaN	NaN	-0.105367	-0.122948	1.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/59.3_end_85.0_uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_WFBJxSGh2uCXWoF0Nr92_1742511762.mp3	evanhalperin,rose.m	-0.122383	0.786685	0.398644	0.244603	0.885588	-0.039620	NaN	-0.023310	NaN	NaN	0.109314	0.054779	0.940773	-0.010956	-0.048369	0.872505	-0.108960	NaN	-0.038984	NaN	NaN	0.540801	NaN	0.659652	NaN	NaN	NaN	NaN	NaN	NaN	-0.010939	NaN	-0.031537	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.009504	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.122383	NaN	0.443682	NaN	-0.050515	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/57.4_end_60.6_uid_jWPmLFrSHDZItPTjjPUB8KAsjlq2_sid_KwJDkE9pDbyU8dxYMmnt_1742046826.mp3	claire.kuntz,emilianapulido	-0.122224	0.492537	-0.021434	0.284222	0.591434	0.289277	NaN	-0.078196	NaN	NaN	NaN	0.179124	0.992182	1.000000	0.171421	0.424142	1.000000	1.000000	-0.046442	NaN	NaN	NaN	NaN	-0.122224	NaN	NaN	NaN	NaN	-0.114507	NaN	NaN	NaN	NaN	1.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.068087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
https://2025storiza.michaelbennie.org/audio_clips/60.5_end_73.1_uid_ihIoefKsGwTDai7fGs9x3DyNvju2_sid_7NWbCDabsGlPeGozMkbD_1742504373.mp3	claire.kuntz,evanhalperin	-0.121323	0.797118	0.583762	0.573766	0.873186	0.124682	NaN	NaN	-0.021381	NaN	0.838176	0.582007	0.920438	1.000000	0.114735	0.876505	0.345758	-0.021542	NaN	0.000000	NaN	0.832841	0.000000	NaN	NaN	NaN	NaN	NaN	-0.072442	NaN	-0.025529	-0.013287	-0.121323	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.013164	NaN	NaN	NaN	NaN	1.000000	1.000000	0.000000	NaN	NaN	NaN	NaN
